id,message_type,masked_addressees,masked_author,content,author_type,direction,external_id,external_timestamp,masked_from_addr,is_deleted,last_status,last_status_timestamp,rendered_content,source_type,uuid,inserted_at,updated_at
728616461,interactive,3610617164409929797,57589099373163613,,STACK,outbound,gBEGkYMpRyM2AgkZARmd5d0GZRM,,4454300900215722365,,read,1/26/2024 14:42:18,,CHANNEL_MESSAGE,91c180e2-fe84-362f-3c74-b63dbe241804,1/26/2024 14:42:18,1/26/2024 14:42:18
460689946,interactive,4143301021495856394,57589099373163613,,STACK,outbound,gBEGkYJHQXlZAgnfeuMNCsEDqIA,,4454300900215722365,,read,7/22/2023 7:57:09,,CHANNEL_MESSAGE,6e78d4f9-3d55-f66d-c60a-066697cf44f7,7/22/2023 7:57:09,7/22/2023 7:57:09
819693999,text,5536426883392384380,57589099373163613,"तुमच्या कुटुंबियांसाठी आजचा संदेश 👉: 

खात्री करा आईने बाळ जन्माच्या एक तासात स्तनपान देणे आवश्यक आहे.
✅ तयार होणारे पहिले पिवळे दूध तुमच्या बाळासाठी खूप चांगले असते. याने  बाळाची प्रतिकारशक्ती वाढेल आणि तुमच्या बाळाचे अनेक आजारांपासून संरक्षण होईल!
🚫 मध, साखरेचे पाणी, ग्राईप वॉटर, गाईचे दूध किंवा कोणत्याही प्राण्याचे दूध देऊ नये  कारण यामुळे जुलाब होऊ शकतात आणि कालांतराने बाळाच्या वाढीवर परिणाम होऊन बाळ कुपोषित होऊ शकते.
आईच्या दुधामधुन बाळाच्या वाढीसाठी सर्व पोषक घटक  मिळतात, रोगप्रतिकारक शक्ती वाढते आणि ते पचायला सोपे असते.


बाळाच्या मागणीनुसार  किंवा किमान दर 2-3 तासांनी, अगदी रात्रीच्या वेळीही  स्तनपान करावे.
बाळाला स्तनपान देण्यासाठी तुमची स्थिती आरामदायक  असावी: बसून किंवा झोपून.
स्तनपानाच्या स्थितीबद्दल प्रश्न असल्यास आम्हाला विचारा आणि आमची आरोग्य टीम लवकरच तुमच्याशी संपर्क साधेल.",STACK,outbound,wamid.HBgMOTE5MzcwNzcxODAxFQIAERgSREFDQUYwRjQ0NEVDODE3OTVDAA==,,4454300900215722365,,read,4/10/2024 11:18:26,,CHANNEL_MESSAGE,621611aa-16f0-63b1-503e-794501d70757,4/10/2024 11:18:26,4/10/2024 11:18:26
817899068,interactive,8092789281132898613,57589099373163613,,STACK,outbound,wamid.HBgMOTE5NjczMjQzODA3FQIAERgSRjhBNjE4MTUwM0ZEQzdCNTQyAA==,,4454300900215722365,,read,4/8/2024 8:37:37,,CHANNEL_MESSAGE,62090571-b847-d81b-31eb-e15828cea0b8,4/8/2024 8:37:37,4/8/2024 8:37:38
707266548,text,1302343482443754704,57589099373163613,"थकान महसूस करना😩, चक्कर आना😵‍💫, पलकों, जीभ और नाखूनों का फीका पड़ना और सांस लेने में तकलीफ होना यह सब एनीमिया के लक्षण हैं। लेकिन कभी-कभी आप इनमें से किसी का भी अनुभव नहीं करती हैं और फिर भी एनीमिक हो सकती हैं। इसलिए खून की जाँच🩸 करवाना बहुत ज़रूरी है।

आयरन युक्त भोजन 🍱  के साथ-साथ गर्भावस्था 🤰🏻 के दौरान 6 महीने और प्रसव के 6 महीने बाद 🤱🏻 तक डॉक्टर की सलाह के अनुसार आईएफए (आयरन और फॉलिक एसिड)की गोलियाँ💊 ज़रूर लेनी चाहिए।

👉आयरन की गोलियाँ लेते समय आपका मल काले रंग का हो सकता है, पेट खराब हो सकता है या कब्ज़ हो सकता है। इन्हें रात को खाने के बाद लें 🍽️ लेकिन अपनी दवाएं लेना बंद न करें। 
सब्ज़ियों 🥕 से भरपूर आहार लें और खूब पानी 💧पिएं",STACK,outbound,gBEGkXBWl5lyAgkqp2_Moib_7SM,,4454300900215722365,,read,12/14/2023 8:23:24,,CHANNEL_MESSAGE,3610ad19-ce61-0459-c790-7c6dd8838bc0,12/14/2023 8:23:24,12/14/2023 8:23:24
719594157,interactive,6834317998333650055,57589099373163613,,STACK,outbound,gBEGkXAVQpl0Agm6PNPb_MetztE,,4454300900215722365,,read,1/8/2024 6:40:08,,CHANNEL_MESSAGE,a9fb7cb2-9fc7-124c-9273-e19160f51e99,1/8/2024 6:40:08,1/8/2024 6:40:09
675948285,text,8316157823254039726,64699939890112716,6 वां महिना चालू आहे.. तरी मी रोज काय खावे,OWNER,inbound,ABEGkZB1kpFUAhBt_bb9XaoORXQZcnB82A2N,11/23/2023 4:38:33,6900447676617184000,,,,,CHANNEL_MESSAGE,9b0bc9b6-a1b4-d0f5-6c17-f1e4a057665f,11/23/2023 4:38:34,11/23/2023 4:38:34
727842585,button,8316157823254039726,69735570022155360,,OWNER,inbound,ABEGkZhJKSOAAhBSmNmcvtoAohgauMBp9inE,1/25/2024 3:58:37,6668212426184737022,,,,,CHANNEL_MESSAGE,75eadc0c-b56c-bec0-0594-ddc7ef8cdf76,1/25/2024 3:58:37,1/25/2024 3:58:37
618165548,text,8316157823254039726,77807991243351141,Hi,OWNER,inbound,ABEGkZaFYVgjAhB6H9xztZSy55-DT2Bg7pXO,10/23/2023 14:06:59,4446866835288547071,,,,,CHANNEL_MESSAGE,e5b7a2b2-20b1-5505-18d2-e9cd4fb03f95,10/23/2023 14:07:00,10/23/2023 14:07:00
761628376,text,8316157823254039726,90254096008889992,A,OWNER,inbound,wamid.HBgMOTE5MDYzMDMwNTI1FQIAEhggMzlBMkY1NTQ0MjFDREFBMjZFMEVBMjY5NUIwMUVBOTYA,2/23/2024 2:39:13,2057740277873291008,,,,,CHANNEL_MESSAGE,8e7106e6-0e50-bfd6-8836-12f70953cd17,2/23/2024 2:39:14,2/23/2024 2:39:14
449211824,text,8316157823254039726,91600772231205961,Ha awunu but yetuvanti complications levu,OWNER,inbound,ABEGkZVQESWGAhAFaXhr98v8ceGcEukd-U8S,6/18/2023 7:57:18,7138224965847450020,,,,,CHANNEL_MESSAGE,62cb3744-ebfd-3bd2-5824-0a766f3721b6,6/18/2023 7:57:18,6/18/2023 7:57:18
629626272,text,8316157823254039726,102615248684021315,Niche se thoda thoda Pani aana,OWNER,inbound,ABEGkZF5MnMFAhDBYMlC1fTSjKR1YGcCzklv,10/28/2023 10:53:42,4131328515583002849,,,,,CHANNEL_MESSAGE,3354c055-a4c7-c838-4239-6a6e8fac12f3,10/28/2023 10:53:43,10/28/2023 10:53:43
488285516,button,8316157823254039726,108321940514545161,,OWNER,inbound,ABEGkYWAZiKQAhCb6WJFEwPTW34YXkBSjufN,8/19/2023 10:25:54,3913917002770456864,,,,,CHANNEL_MESSAGE,19718817-fb7c-e663-8a26-b056e7dbb4fa,8/19/2023 10:25:54,8/19/2023 10:25:54
459518636,voice,8316157823254039726,118818811130331538,,OWNER,inbound,ABEGkXgHGYVyAhDKUG1Ang2ZYVvgWmr98b1p,7/20/2023 7:51:07,6066373851577539982,,,,,CHANNEL_MESSAGE,2cb06abd-fb77-1abd-a602-03b7cd406c33,7/20/2023 7:51:08,7/20/2023 7:51:08
427640978,text,8316157823254039726,123325210256094463,M,OWNER,inbound,ABEGkZYwh1A4AhBKPuE5jpv5pdyeCuWi26hq,5/19/2023 8:20:26,8399647377810617203,,,,,CHANNEL_MESSAGE,e176922e-251c-1908-409e-9aa3015149b6,5/19/2023 8:20:26,5/19/2023 8:20:26
578850962,text,8316157823254039726,124544938183007348,A,OWNER,inbound,ABEGkYCFYnAWAhDMusVfZmS7QpER0ieHh9w4,10/5/2023 15:30:54,5264706642609191593,,,,,CHANNEL_MESSAGE,ece01504-b815-de5f-63a8-3a7f884cc9c5,10/5/2023 15:30:55,10/5/2023 15:30:55
686692942,text,8316157823254039726,128653017717714627,Delivery ho chuki,OWNER,inbound,ABEGkZdSBFVhAhBDjqpNAZQhjWNq0qCo_MdM,11/30/2023 0:50:04,2119300406364702483,,,,,CHANNEL_MESSAGE,233d3ccf-0289-3e0e-4bdb-1e29df405cca,11/30/2023 0:50:04,11/30/2023 0:50:04
753623036,text,8316157823254039726,131340153105956076,M,OWNER,inbound,ABEGkZAUMnkWAhDJz1uigwMAkqfoAF8uYxy5,2/18/2024 2:40:09,2278262318693819902,,,,,CHANNEL_MESSAGE,b89cd172-d479-45bc-c571-3a9f75576ef3,2/18/2024 2:40:10,2/18/2024 2:40:10
459976349,text,8316157823254039726,132783621296243496,Or puri body mai khujli rahti h ?,OWNER,inbound,ABEGkYgCZSQ3AhDNIy_CMvF_JXk-ivX2R3DV,7/21/2023 5:57:52,7214232777610298294,,,,,CHANNEL_MESSAGE,a8bd5e7b-3064-9d02-c7d7-88e2a92055f1,7/21/2023 5:57:52,7/21/2023 5:57:52
251147354,text,8316157823254039726,137015500564234841,One month ka baby h mera,OWNER,inbound,ABEGkZgVkGdBAhCp6stckI9LfMNu7iqR9lL-,12/16/2021 17:46:45,2645946060211051185,,,,,CHANNEL_MESSAGE,e4fda635-f870-2779-baa3-0c52f0bb47d1,12/16/2021 17:46:45,12/16/2021 17:46:45
624670000,text,8316157823254039726,141116629540422961,Kamar dard kyu ho rhe ha,OWNER,inbound,ABEGkYJpE5GEAhBgrvHoW3FimVWuYRh9XJlg,10/26/2023 8:17:33,647837919511258400,,,,,CHANNEL_MESSAGE,ecb4943d-989b-a14f-8ab0-a10d9bc16a4d,10/26/2023 8:17:33,10/26/2023 8:17:33
386303693,text,8316157823254039726,152549534958343382,"*आजचा आरोग्य संदेश आहे* 👉: प्रसुती नंतर स्तनदा मातेला सकस आणि संपूर्ण आहाराची गरज असते.  यामुळे आईची जखम भरण्यास, स्तनातील दुधामध्ये  वाढीस आणि बाळाच्या विकासास मदत मिळते. तिने स्थानिक पातळी वर उपलब्ध भाज्या आणि फळे खावीत. , तिच्या आहारात भात आणि धान्य, हिरवा भाजीपाला  (पालक), शेवगाची पाने, डाळी, राजमा, शेंगदाणे, गुळ, खजूर, पनीर, दूध आहारात घ्यावे तसेच  मांसाहारी असल्यास ती  अंडी, मांस किंवा मासे खाऊ शकते. 🍛🥕🥒🥔🍅🥭🍎🥛  तिने  दररोज 8 -10 ग्लास पाणी देखील  प्यावे.💧जेवणात आयोडीनयुक्त मीठ वापरा.💪 तिने दररोजआयर्न आणि कॅल्शियमची एक 1 गोळी सहा महिन्यांपर्यंत घ्यावी 💪 कॉफी. अधिक मदतीसाठी हा व्हिडिओ पहा!  👉🏾 https://youtu.be/zFfBbrr29lQ",OWNER,inbound,ABEGkZVhhxFAAhBflVZSznJ4_CN5GgeVOASe,4/15/2023 9:26:54,1907313022018139383,,,,,CHANNEL_MESSAGE,03e4a3e7-760f-02c8-3ca0-f81fe480d9c0,4/15/2023 9:26:55,4/15/2023 9:26:55
303655353,text,8316157823254039726,161523870674793004,Ok,OWNER,inbound,ABEGkXh5NSiFAhBITwpqepdto4D2xURWok2-,9/2/2022 3:11:21,4611087977276115842,,,,,CHANNEL_MESSAGE,2fb8887c-1d2c-d880-2efd-93e2bd914602,9/2/2022 3:11:22,9/2/2022 3:11:22
828052076,text,8316157823254039726,169021779395160337,"*Congress(राहुल गांधी)* के द्वारा सभी भारतीय यूजर्स को *₹719* का 84 दिन वाला *रिचार्ज फ्री* में दे रहे है ताकि *2024 के चुनाव* में ज्यादा से ज्यादा लोग कांग्रेस को वोट कर सकें और 2024 में *कांग्रेस सरकार* बन सके। 
 
 मैंने भी इससे अपना 28 दिन का फ़्री Recharge किया है, आप भी अभी नीचे दी गयी लिंक पर क्लिक करके 84 दिन का Free Recharge प्राप्त करें *(चुनाव से पहले)* 
 
 👇
https://offerraj.in/Congress2024-Recharge/id=vv4s85s",OWNER,inbound,wamid.HBgMOTE3MDA5OTM5Mjg3FQIAEhggMzIzRTVBMzNDMzhGN0NBNjE0RDM0N0YzRDFFRUQyNUIA,4/20/2024 10:56:11,2931731213015131745,,,,,CHANNEL_MESSAGE,2f11c740-93ed-8701-9c49-4bd647176c9d,4/20/2024 10:56:12,4/20/2024 10:56:12
496910877,text,8316157823254039726,169076506778573362,प्रेग्नेंट हुए 45 दिन हो गया,OWNER,inbound,ABEGkXCCIpYWAhCmMAsL8XYMWnBLqQaGlSP7,8/28/2023 4:49:46,8019531475702293954,,,,,CHANNEL_MESSAGE,d97cca4b-4fb8-24ec-580d-1e1a7cde404e,8/28/2023 4:49:46,8/28/2023 4:49:46
556026920,text,8316157823254039726,179781262867140989,Heli pls,OWNER,inbound,ABEGkXAZURZHAhDUQEiW_x4GNqFk4dW3poBI,9/25/2023 10:26:15,2647695235212726193,,,,,CHANNEL_MESSAGE,b75db540-1235-1b08-e70d-e843aa27594f,9/25/2023 10:26:16,9/25/2023 10:26:16
675981375,text,8316157823254039726,189291437136015064,K thankyou,OWNER,inbound,ABEGkZSUUWkyAhCsMhBpXRoaJfXM4hwTTUxD,11/23/2023 5:22:12,2372414964050139466,,,,,CHANNEL_MESSAGE,68585b5c-2d9e-f1a7-1151-3f85aacbe5ae,11/23/2023 5:22:12,11/23/2023 5:22:12
733417534,text,8316157823254039726,194288615552846646,Ok,OWNER,inbound,ABEGkZBSBlhzAhCawiB957QqfyVeGywGGN23,2/3/2024 6:56:43,6623138666965799223,,,,,CHANNEL_MESSAGE,eebe8886-b9ca-cb22-60f0-b8237f106250,2/3/2024 6:56:43,2/3/2024 6:56:43
705927286,button,8316157823254039726,201281438074535364,,OWNER,inbound,ABEGkZMVZpkQAhBd2QmoY8NlR39v0n02DFaH,12/12/2023 8:56:55,5485662199302444991,,,,,CHANNEL_MESSAGE,f78f7726-3b5d-7473-af00-a7bf98f8a21f,12/12/2023 8:56:56,12/12/2023 8:56:56
503171284,text,8316157823254039726,205629620579529608,Kive pta lgge ga,OWNER,inbound,ABEGkYclhJRiAhDbqcnn8F2NFBgx8SJ9-39Y,9/4/2023 12:25:46,8927673833603758247,,,,,CHANNEL_MESSAGE,b9fed58f-ed84-f680-6b7e-8fd39c283862,9/4/2023 12:25:47,9/4/2023 12:25:47
795532455,text,8316157823254039726,206331082074993061,సరే,OWNER,inbound,wamid.HBgMOTE4MTIxMjg4MjQxFQIAEhggREZBNkQ3Rjk5ODE5MUQ4QTA3NzQ4MThGRThCOEQ4NTAA,3/20/2024 2:37:31,4004429758788128815,,,,,CHANNEL_MESSAGE,90c410c1-7724-db05-b4f2-1291619e3cc5,3/20/2024 2:37:32,3/20/2024 2:37:32
344409375,text,8316157823254039726,208287859550025910,Lg gaya hai 23-2-2023 ko 1.5month ka teeka,OWNER,inbound,ABEGkYUYmXBnAhA45spBgO7X0JQjyVL5pHUq,3/13/2023 2:37:12,1566053158398083452,,,,,CHANNEL_MESSAGE,091b6e7d-366e-c741-e508-523c27e05140,3/13/2023 2:37:12,3/13/2023 2:37:12
537411537,text,8316157823254039726,217498627601671570,A,OWNER,inbound,ABEGkYloCAA0AhCLj1ukTP319IklEh6CksKU,9/18/2023 14:25:35,1945262335575127193,,,,,CHANNEL_MESSAGE,61e02492-3cf3-21f5-780e-0b2a9db0b881,9/18/2023 14:25:36,9/18/2023 14:25:36
458694495,text,8316157823254039726,220406165604124761,ಲಸಿಕೆ ಡೆಲಿವರಿ ಆಸ್ಪತ್ರೆ ಯಲ್ಲಿ ಹಾಕಬೇಕಾ ಇಲ್ಲ ಹತ್ತಿರ ದ ಆಸ್ಪತ್ರೆ ಯಲ್ಲಿ ಹಾಕಿಸಬಹುದಾ,OWNER,inbound,ABEGkWNiJClUAhDKkvcu9dsacCVLIZQ4DDmD,7/18/2023 2:36:25,7553924767139999007,,,,,CHANNEL_MESSAGE,9bd663c8-c3f2-ae4d-4f41-ce9775b22933,7/18/2023 2:41:22,7/18/2023 2:41:22
637289271,text,8316157823254039726,221785442891716685,26-10-2023,OWNER,inbound,ABEGkXAYeVkGAhB2-zOKGerUdZbMNHowLYjT,11/1/2023 4:07:16,8250787576386836135,,,,,CHANNEL_MESSAGE,ad7330c5-b322-672a-e91f-31d30df689e0,11/1/2023 4:07:17,11/1/2023 4:07:17
822678910,text,8316157823254039726,230810176985148557,Aata thadetin mhinaychi ahe daychi,OWNER,inbound,wamid.HBgMOTE3NDk5MzA3MTE0FQIAEhggOEM3OEVFNzQ4QTg3MjAzNDczRkVBRkY4RUEyNzlCRTAA,4/14/2024 13:50:54,1579120256492181674,,,,,CHANNEL_MESSAGE,a3b47b6a-dc77-005b-a3fe-607463206f4a,4/14/2024 13:50:55,4/14/2024 13:50:55
589090319,text,8316157823254039726,232559443307305717,Thank you ji,OWNER,inbound,ABEGkZgWeRkRAhDpdQxvXQMSe1CvDep0Tg_u,10/11/2023 5:27:48,1595905977859734559,,,,,CHANNEL_MESSAGE,e6c6a4f2-5960-532b-e522-01c5a76f7533,10/11/2023 5:27:49,10/11/2023 5:27:49
673419239,text,8316157823254039726,234618221877785510,A,OWNER,inbound,ABEGkXOJZgEVAhBbWNirl3HZt4t__NJ2z4LG,11/21/2023 8:28:05,165354762128754776,,,,,CHANNEL_MESSAGE,7efeeb42-343b-13ba-8392-4250fc399d47,11/21/2023 8:28:06,11/21/2023 8:28:06
678836185,text,8316157823254039726,245293243884618133,,OWNER,inbound,ABEGkWJhgZQVAhCTVwtUfhLe5Ge7O4Nl41jP,11/25/2023 7:31:09,6588912271648442881,,,,,CHANNEL_MESSAGE,30b87d5f-192b-efaf-5cb2-06705635f220,11/25/2023 7:31:10,11/25/2023 7:31:10
711863369,text,8316157823254039726,247445346506674963,,OWNER,inbound,ABEGkYdHlgMDAhDS4sTFB-CC3n-CBvZXWbNT,12/23/2023 3:20:47,2597142163006763464,,,,,CHANNEL_MESSAGE,b8b843ef-45af-088b-5d2c-d96ba16c5694,12/23/2023 3:20:48,12/23/2023 3:20:48
591418305,text,8316157823254039726,255113453300588995,Pet ta krass bouth hodi,OWNER,inbound,ABEGkXmGc4aZAhB-3cQoPtQbbgDFsDff6Mg7,10/12/2023 7:14:04,7094629716102404469,,,,,CHANNEL_MESSAGE,4a35b2cd-12ee-df96-f9a2-2a8ce2f84842,10/12/2023 7:14:04,10/12/2023 7:14:04
792315048,text,8316157823254039726,258193507555724877,A,OWNER,inbound,wamid.HBgMOTE3NzI5MDI1MzE1FQIAEhggNDVGNDM5RDIwMDAwNjM2MzFGODk4Q0UyMkI4M0I4MDUA,3/18/2024 4:04:30,4844832423383884029,,,,,CHANNEL_MESSAGE,c9105ccc-af83-b309-f712-e3239091093f,3/18/2024 4:04:31,3/18/2024 4:04:31
799346943,button,8316157823254039726,260812657573057798,,OWNER,inbound,wamid.HBgMOTE5MzkxMzExODI4FQIAEhggQ0I2NDI2QjBENDc0MEY3NjdCMjJGREIxNUEwOUFFOUUA,3/23/2024 4:05:03,3782944667180349887,,,,,CHANNEL_MESSAGE,83f62105-311a-d6d5-84f5-1a7e2d6d94bb,3/23/2024 4:05:04,3/23/2024 4:05:04
768607256,text,8316157823254039726,264338711698611757,A,OWNER,inbound,wamid.HBgMOTE3MzM3MDEzODQyFQIAEhggN0E2MjZGOEY1NEYyRUQ3NDgyRUU5M0Q2RjAzNjEwMDEA,2/28/2024 3:09:07,1790116458029189617,,,,,CHANNEL_MESSAGE,788884af-cbaf-63cf-87a6-441d87a30c51,2/28/2024 3:09:08,2/28/2024 3:09:08
362094519,text,8316157823254039726,272674899645615448,👍,OWNER,inbound,ABEGkXchAweZAhA3zrFN0Tybr9okkz7P4RhZ,4/7/2023 3:15:29,8285485850038876537,,,,,CHANNEL_MESSAGE,03692a4b-6967-4002-c70a-97fab1d668fa,4/7/2023 3:15:30,4/7/2023 3:15:30
424518407,text,8316157823254039726,286915449212252601,Ji,OWNER,inbound,ABEGkXAYNxBXAhBANMyMcM-9bt52RMc-XZAB,5/16/2023 13:18:34,3022077290210363441,,,,,CHANNEL_MESSAGE,8d01c397-e4d7-97ed-3cf5-b6e57a59c5a6,5/16/2023 13:18:35,5/16/2023 13:18:35
491827693,document,8316157823254039726,291866113404385664,,OWNER,inbound,ABEGkYlol4k3AhDxZdpNdW1ylPX-1czmYRwh,8/23/2023 6:51:56,8341702341371598189,,,,,CHANNEL_MESSAGE,8539729e-3219-0cd9-8fb8-15bce279b38b,8/23/2023 6:51:57,8/23/2023 6:51:57
324059200,button,8316157823254039726,293485776128423482,,OWNER,inbound,ABEGkYCIQ5Y2AhDE0b-8FY71StoGMFybLaxk,12/23/2022 20:50:37,7649967507457045292,,,,,CHANNEL_MESSAGE,d6ba7d23-b135-d17e-b06d-c6e03a31657f,12/23/2022 20:50:38,12/23/2022 20:50:38
333292627,button,8316157823254039726,295824549722850505,,OWNER,inbound,ABEGkYIXRwJpAhBYFUci5q2bCS0wp79kAqXl,2/1/2023 12:16:50,9073184402577579782,,,,,CHANNEL_MESSAGE,b921ad61-06b1-f0ac-e8ff-d321e9cbfde8,2/1/2023 12:16:51,2/1/2023 12:16:51
700559662,text,8316157823254039726,297169786529550214,A,OWNER,inbound,ABEGkZcBkYFzAhDx7t_oLEcRnok-zc3yMbn_,12/8/2023 2:36:36,3216867610357063336,,,,,CHANNEL_MESSAGE,5fd3fd60-cafc-8451-bc64-8377bd34797e,12/8/2023 2:36:36,12/8/2023 2:36:36
673590543,text,8316157823254039726,312965053736417621,🙏🏻,OWNER,inbound,ABEGkYgVCXGDAhC4LsKbDeI3KLlvY0gYC0l4,11/21/2023 11:10:22,8370948538629168932,,,,,CHANNEL_MESSAGE,5e5a947a-f05e-257c-1deb-772de226208c,11/21/2023 11:10:22,11/21/2023 11:10:22
